Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude
-73.94855499,40.75400162,-73.95690155,40.74481964
-73.97551727,40.67156982,-73.99766541,40.69508362
-73.89899445,40.84715652,-73.87906647,40.83223724
-73.89323425,40.86788177,-73.84709167,40.87829971
-73.94303131,40.82122421,-73.95428467,40.81110001
-73.94181061,40.67120743,-73.9503479,40.70649338
-73.98766327,40.66753006,-73.97710419,40.68135071
-73.95418549,40.73384476,-73.96466827,40.68795013
-73.9495163,40.70510101,-73.95032501,40.67183685
-73.92761993,40.77001953,-74.00312042,40.72695923
-73.99427032,40.68120956,-73.9611969,40.6611557
-73.9662323,40.80393982,-73.96731567,40.80661392
-73.88078308,40.73575211,-73.88406372,40.73365784
-73.91716003,40.7626152,-73.96014404,40.71934891
-73.98183441,40.66697693,-73.97531128,40.65499115
-73.89079285,40.7464447,-73.8973465,40.73698807
-73.93891144,40.8021431,-73.94669342,40.78813171
-73.95483398,40.81998062,-73.95046997,40.79816818
-73.90732574,40.83663177,-73.9223175,40.83211899
-73.89267731,40.75471878,-73.91178131,40.74294662
-73.98918915,40.66563797,-73.98514557,40.68714142
-73.85575867,40.75148392,-73.86624146,40.7545166
-73.95400238,40.74263763,-73.95632935,40.74754333
-73.82931519,40.75978851,-73.80754852,40.7766304
-73.95017242,40.68354034,-73.98059082,40.69775009
-73.95265961,40.79829788,-73.96376801,40.80297852
-73.95812988,40.72176743,-73.95788574,40.71802139
-73.87320709,40.74256897,-73.87985229,40.75617599
-73.99142456,40.70261002,-74.03531647,40.62734985
-73.95063019,40.58353424,-73.95626068,40.62550735
-73.93910217,40.79533386,-73.95293427,40.80238724
-73.98706818,40.69666672,-73.95310211,40.7260437
-73.94761658,40.72483444,-73.92110443,40.70253754
-73.95137024,40.69138336,-73.91643524,40.68688583
-73.92871857,40.67967987,-73.92555237,40.62543869
-73.9778595,40.68451691,-73.91855621,40.65658188
-73.87699127,40.87099838,-73.93058014,40.85360336
-73.94390869,40.6824379,-73.95367432,40.66579819
-73.94926453,40.72262573,-73.96176147,40.71100998
-73.95761871,40.68149948,-73.95246124,40.67624664
-73.96956635,40.68950653,-74.00074768,40.70827866
-73.95128632,40.69149017,-73.98905182,40.7306633
-73.9401474,40.75019073,-73.8330307,40.70945358
-73.92773438,40.77009583,-73.97187805,40.67319107
-73.96112823,40.67149353,-73.94748688,40.70007706
-73.89878082,40.86578369,-73.85176849,40.83638763
-73.93894196,40.81652832,-73.91344452,40.84765625
-73.96405029,40.67971802,-73.99266815,40.66223145
-73.95219421,40.72731018,-73.91828156,40.7586174
-73.8079071,40.70050812,-73.91430664,40.71353149
-73.92006683,40.74090576,-73.9121933,40.74688721
-73.96218872,40.68055344,-73.97872925,40.68598175
-73.96946716,40.68952179,-73.94791412,40.78966141
-73.92559814,40.76205444,-73.91503143,40.77591705
-73.95340729,40.72810364,-73.99290466,40.68324661
-73.91976166,40.75803375,-73.89781952,40.74626923
-73.95281982,40.69501495,-73.90751648,40.69266129
-73.96318817,40.7103157,-73.98418427,40.69617844
-73.90776062,40.81658554,-73.94458008,40.81892776
-73.96386719,40.67827606,-73.99879456,40.76418304
-73.92221832,40.70617676,-73.95753479,40.72231674
-73.92246246,40.82685089,-73.91508484,40.84216309
-73.98606873,40.66952133,-73.97993469,40.68201065
-73.95055389,40.66949844,-73.95055389,40.66949463
-73.87332153,40.73458481,-73.86984253,40.74710083
-73.90853882,40.6819725,-73.94454193,40.70575333
-73.96128082,40.70756149,-73.93685913,40.71785355
-73.94846344,40.78516388,-73.94846344,40.78516388
-73.949646,40.72203064,-73.92080688,40.75980377
-73.94701385,40.79694748,-73.94452667,40.81562042
-73.94554901,40.72558212,-73.947052,40.72503662
-73.91972351,40.75943375,-73.87841034,40.74487686
-73.91440582,40.75683594,-73.90348816,40.74574661
-73.91965485,40.75815582,-73.92023468,40.74316788
-73.91963959,40.75815582,-73.85046387,40.72965622
-73.96324158,40.71025085,-73.96487427,40.65116882
-73.93524933,40.6970253,-73.90592194,40.66293335
-73.96562958,40.80553436,-73.96026611,40.81406403
-73.87139893,40.74757385,-73.89887238,40.75606537
-73.98508453,40.68709946,-73.90699768,40.77361679
-73.98282623,40.70001602,-73.95262909,40.7141304
-73.98716736,40.70053482,-73.94446564,40.71547699
-74.02872467,40.62908173,-74.004776,40.61934662
-73.90328979,40.74577332,-73.89214325,40.76065445
-73.99246979,40.68956375,-73.97221375,40.67092133
-73.87187958,40.82732391,-73.87199402,40.82728577
-73.93911743,40.8051033,-73.97528076,40.75093079
-73.94672394,40.79742813,-73.94187164,40.79878235
-73.84531403,40.72220612,-73.80286407,40.73155212
-73.94683075,40.80204391,-73.93701935,40.79808807
-73.84424591,40.72101593,-73.79885101,40.74964905
-73.92563629,40.76168442,-73.90919495,40.76020432
-73.87739563,40.74843216,-73.86525726,40.75307083
-73.93711853,40.81928635,-73.95500946,40.78174591
-73.90497589,40.86280441,-73.91870117,40.86758041
-73.95230103,40.81058884,-73.96835327,40.79968643
-73.96221161,40.7132225,-73.95284271,40.80707169
-73.95070648,40.71408081,-73.95671844,40.73141479
-73.99396515,40.68651962,-73.94872284,40.78470612
-73.88235474,40.75592804,-73.87247467,40.75269318
-73.93560791,40.79577637,-73.93898773,40.82145691
-73.8719101,40.75374985,-73.98162079,40.69359589
-73.94972229,40.68040848,-73.97517395,40.68663406
-73.89173126,40.74679184,-73.92250824,40.69877625
-73.95697784,40.68717575,-73.95677185,40.67409897
-73.94219971,40.75408554,-73.93339539,40.76036072
-73.82062531,40.69875336,-73.87076569,40.67835617
-73.93192291,40.70772552,-73.95384216,40.71821594
-73.92879486,40.7074852,-73.96124268,40.71437836
-73.96389008,40.7104454,-73.96813202,40.67950058
-73.94782257,40.8094368,-73.94470215,40.81375885
-73.90969849,40.82250595,-73.88091278,40.8275795
-73.92919922,40.85540771,-73.90952301,40.87760544
-73.91457367,40.85006714,-73.94156647,40.81844711
-73.92139435,40.74328232,-73.86400604,40.72973633
-73.97861481,40.68442154,-73.94869232,40.64091492
-73.82977295,40.71365738,-73.82740784,40.66613007
-73.91996765,40.84738541,-73.89704895,40.86788559
-73.945755,40.71154022,-73.95764923,40.7221489
-73.91352844,40.70070648,-73.94136047,40.81332016
-73.92974854,40.85498047,-73.95993042,40.76204681
-73.92541504,40.75521088,-73.90976715,40.75947952
-73.97705078,40.6833992,-73.94580078,40.82616425
-73.96535492,40.71060181,-73.94160461,40.70464325
-73.99614716,40.67802429,-73.94113922,40.58597183
-73.98677063,40.70152664,-73.94262695,40.78617859
-73.89115143,40.74685287,-73.88733673,40.75611496
-73.96077728,40.65002823,-73.91898346,40.65341187
-73.94226837,40.75401688,-73.93614197,40.77545166
-73.94064331,40.81927109,-73.92870331,40.81889343
-73.97998047,40.66474152,-73.95303345,40.67119598
-73.94480133,40.68911362,-73.91766357,40.68327332
-73.96176147,40.63805389,-73.94625854,40.63160324
-73.89485931,40.74032974,-73.87890625,40.74769592
-73.93901062,40.84376526,-73.91919708,40.86735535
-73.91611481,40.83966446,-73.98875427,40.72224426
-73.90348053,40.86517334,-73.93418884,40.84880829
-73.85282898,40.75248337,-73.8801651,40.74128723
-73.98900604,40.69262314,-73.95838165,40.77283859
-73.92139435,40.76686478,-73.93212128,40.77197266
-73.83014679,40.71376038,-73.81103516,40.71876144
-73.91882324,40.74301147,-73.92214203,40.7604332
-73.95310211,40.67133331,-73.96483612,40.69361496
-73.94448853,40.83480072,-73.99372864,40.75675964
-73.92482758,40.84152603,-73.86515808,40.81869888
-73.98728943,40.69382477,-73.97131348,40.69559097
-73.93340302,40.84920883,-73.9203186,40.84331512
-73.97213745,40.6769104,-73.93585205,40.67819595
-73.94578552,40.71145248,-73.95863342,40.6853714
-73.9106369,40.81919861,-73.97766876,40.760849
-73.84407043,40.72131348,-73.83778381,40.69588089
-73.84409332,40.7211113,-73.81099701,40.69958115
-73.85407257,40.87352371,-73.89963531,40.81425476
-73.91570282,40.69497681,-73.87026215,40.75717545
-73.90541077,40.83955383,-73.90856171,40.8370285
-73.9910965,40.68566513,-73.95931244,40.60403061
-73.94850922,40.78478622,-73.94226074,40.83782578
-73.8625946,40.74436188,-73.86016083,40.74801254
-73.92889404,40.85834885,-73.93776703,40.84364319
-73.98994446,40.6636467,-73.89414215,40.7079277
-73.88813782,40.74357224,-73.89981842,40.75153351
-73.9026413,40.77560806,-73.91040802,40.76919937
-73.96440887,40.65382385,-73.95005035,40.71476364
-73.87272644,40.68347931,-73.92169952,40.69939804
-73.96847534,40.71006775,-73.95513153,40.76909256
-73.92462921,40.81455612,-73.93415833,40.84882355
-73.95062256,40.72355652,-73.87528229,40.74112701
-73.98732758,40.69158173,-73.98517609,40.71369171
-73.96123505,40.71885681,-73.94477081,40.70793533
-73.88721466,40.74994278,-73.89186859,40.76551437
-73.92107391,40.75815964,-73.95010376,40.78007889
-73.81163025,40.7052269,-73.79903412,40.66722107
-73.89826965,40.74960327,-73.90419769,40.75485611
-73.92855835,40.86026001,-73.90600586,40.85121155
-73.98032379,40.66053009,-73.95220184,40.67353821
-73.92228699,40.70628357,-73.92556763,40.75775528
-73.88317108,40.74766159,-73.92828369,40.76336288
-73.95311737,40.72690201,-73.95339203,40.73672104
-73.95780182,40.67070007,-73.87572479,40.66312408
-73.92864227,40.67495346,-73.93634796,40.67969131
-73.90325165,40.74544525,-73.91757202,40.73889542
-73.80786896,40.70047379,-73.82592773,40.66674042
-73.93699646,40.80424118,-73.98149872,40.71417236
-73.95972443,40.70983124,-73.94960022,40.71481323
-73.95825958,40.71930695,-73.97372437,40.67896271
-73.91836548,40.7654686,-73.91104889,40.76187515
-73.96543121,40.71077728,-73.95438385,40.68281555
-73.98136902,40.68325806,-73.90964508,40.68539047
-73.92145538,40.7766304,-73.91850281,40.77347565
-73.92027283,40.75957108,-73.93848419,40.67953873
-73.88186646,40.73782349,-73.88343811,40.75519562
-74.02799988,40.62347412,-74.02996826,40.62098694
-73.90162659,40.88336563,-73.90304565,40.88140106
-73.93585205,40.74973679,-73.91352844,40.7602005
-73.92562866,40.76205826,-73.91513824,40.77930069
-73.84466553,40.72037125,-73.93869019,40.62041092
-73.9467926,40.82638931,-73.91623688,40.83658218
-73.91499329,40.76381683,-73.9207077,40.76361847
-73.96839142,40.71010208,-73.90557861,40.73882675
-73.9319458,40.7538414,-73.92041016,40.76791382
-73.98129272,40.6890564,-73.96762848,40.68797684
-73.8765564,40.75927734,-73.87117004,40.75212097
-73.94515991,40.81354141,-73.91638184,40.82944107
-73.95294952,40.78934097,-73.87386322,40.74862289
-73.89827728,40.74962616,-73.89761353,40.7496376
-73.94722748,40.64698029,-73.92149353,40.63197327
-73.8657608,40.7576828,-73.87943268,40.75946426
-73.91784668,40.76987839,-73.91637421,40.76974106
-73.82398224,40.75591278,-73.82400513,40.75592804
-73.91483307,40.7637825,-73.84486389,40.72360611
-73.99367523,40.69154358,-73.98879242,40.69269562
-73.94220734,40.79896927,-73.93774414,40.83492661
-73.89709473,40.74302673,-73.8865509,40.75539017
-73.89619446,40.85511017,-73.89382935,40.86542511
-73.91204071,40.77509689,-73.91531372,40.76398087
-73.94042969,40.83003616,-73.9024353,40.852108
-73.9866333,40.6686554,-73.97330475,40.78533173
-73.92285919,40.83575821,-73.90290833,40.83598328
-73.98382568,40.66792679,-73.98114014,40.65352249
-73.93755341,40.7581749,-73.93754578,40.75822067
-73.88313293,40.75580978,-73.90779877,40.75310898
-73.9545517,40.64334106,-73.90821075,40.69551849
-73.95270538,40.68747711,-73.94108582,40.71630096
-73.95606995,40.71383667,-73.90707397,40.68315125
-73.96115112,40.66426849,-73.83103943,40.70147705
-73.94747162,40.74511337,-73.96310425,40.7103157
-73.92238617,40.69180298,-73.94285583,40.67303467
-73.95915222,40.69422531,-73.91990662,40.71131516
-73.87921143,40.75036621,-73.87226868,40.73999786
-73.94371796,40.72080612,-73.96763611,40.6352005
-73.95141602,40.74332428,-74.00631714,40.65007019
-73.92711639,40.86562347,-73.93235779,40.85721207
-73.94445038,40.72312164,-73.9594574,40.73259735
-73.93136597,40.70708084,-73.95696259,40.66364288
-73.95366669,40.7360878,-74.00440979,40.70732117
-73.99230957,40.69921112,-73.95014954,40.68038177
-73.98071289,40.66802216,-73.92589569,40.68839645
-73.95487213,40.73371124,-73.95653534,40.71430588
-73.95043945,40.82624435,-73.92773438,40.85704041
-73.91603088,40.68969727,-73.95613098,40.71987152
-73.96270752,40.71008301,-73.99909973,40.72779846
-73.961586,40.68268967,-73.95091248,40.71682739
-73.83052826,40.75951767,-73.84395599,40.77126312
-73.95877838,40.70871353,-73.96847534,40.70859528
-73.94564056,40.78622818,-73.98567963,40.73128128
-73.96854401,40.67815399,-73.95440674,40.68584824
-73.93909454,40.84384918,-73.94434357,40.78084183
-73.84400177,40.72094345,-73.85075378,40.71065521
-73.94421387,40.81980515,-73.94749451,40.81194687
-73.9550705,40.6893692,-73.97145081,40.78787994
-73.92809296,40.7013092,-73.90293121,40.70412064
-73.95079803,40.79185867,-73.94459534,40.82815933
-73.99005127,40.66861725,-73.97299957,40.67757797
-73.95278168,40.71399689,-73.92466736,40.69525528
-73.95131683,40.78634262,-73.91666412,40.87183762
-73.86240387,40.72993469,-73.83283234,40.70644379
-73.93003845,40.75608063,-73.8817215,40.75149536
-73.94477844,40.79144669,-73.95391083,40.80552673
-73.93011475,40.75624847,-73.92090607,40.75653458
-73.96679688,40.80383682,-73.94651031,40.79774094
-73.92497253,40.86185837,-73.91872406,40.86503601
-73.95251465,40.80817032,-73.89004517,40.74700165
-73.9933548,40.68753815,-73.92621613,40.75687408
-73.93858337,40.81734085,-73.94426727,40.81427383
-73.94263458,40.83707428,-73.94177246,40.82635117
-73.96359253,40.71090317,-73.97303772,40.67799377
-73.9617691,40.71366882,-73.96676636,40.69227219
-73.95361328,40.82178497,-73.92147827,40.86751556
-73.90100861,40.85601044,-73.92134857,40.85255432
-73.99319458,40.69446182,-73.93621063,40.67187881
-73.8441925,40.72094345,-73.86108398,40.73770142
-73.9294281,40.75644684,-73.91246033,40.7838707
-73.92996216,40.70312881,-73.92952728,40.69411469
-73.94876862,40.80842209,-73.96486664,40.80099106
-73.94152069,40.79872131,-73.95397949,40.80474854
-73.95760345,40.72955322,-73.97369385,40.68742752
-73.95901489,40.67761612,-73.95542908,40.68103409
-73.94140625,40.79598618,-73.96388245,40.80285645
-73.87406921,40.74874878,-73.88129425,40.74805832
-73.93450165,40.6986084,-73.95899963,40.71679688
-73.91910553,40.75878525,-73.88560486,40.7555542
-73.91275024,40.77460861,-73.87252045,40.75313187
-73.98414612,40.69566345,-73.94933319,40.77933121
-74.02767181,40.63162613,-74.00811005,40.61063385
-73.93161011,40.74451447,-73.98445892,40.69167709
-73.98885345,40.66613388,-73.95680237,40.73147202
-73.94537354,40.74594879,-73.89099121,40.74307632
-73.94863892,40.74470901,-73.97930145,40.68479538
-73.94293213,40.82310867,-73.94870758,40.830616
-73.89319611,40.6692009,-73.94725037,40.67439651
-73.94892883,40.78577423,-73.96585083,40.79133224
-73.94738007,40.81524658,-73.95573425,40.80383682
-73.92706299,40.86567307,-73.89787292,40.88325882
-73.96411896,40.80305481,-73.94351959,40.791008
-73.96274567,40.68259811,-73.96617126,40.64047623
-73.9594574,40.71618271,-73.85588074,40.72756958
-73.82737732,40.85300827,-73.83002472,40.87234116
-73.93133545,40.79747391,-73.92108917,40.86867523
-73.94371796,40.67131805,-73.95317841,40.73318863
0,0,-73.99996948,40.67544937
-73.92665863,40.819767,-73.85128784,40.83316803
-73.88148499,40.75520706,-73.90396118,40.74611664
-73.9453125,40.79934311,-73.94213104,40.8327713
-73.95401764,40.65153885,-73.94778442,40.63516998
-73.96105957,40.69961166,-73.94260406,40.71962738
-73.95388794,40.78769302,-73.96696472,40.76428223
-73.92347717,40.70168686,-73.99866486,40.68577576
-73.95767975,40.73067474,-73.95028687,40.71112061
-73.93755341,40.6869812,-73.94130707,40.71540833
-73.9641037,40.80738831,-73.94933319,40.80263138
-73.95645142,40.74746704,-73.89006805,40.64481354
-73.96316528,40.68510818,-73.9631958,40.68509674
-73.96128845,40.80215836,-73.94557953,40.8018837
-73.90791321,40.84767151,-73.92809296,40.83092117
-73.93817902,40.85081863,-73.9362793,40.85026932
-73.94432831,40.71390915,-73.95156097,40.67619705
-73.8996582,40.76842117,-73.88844299,40.70146942
-73.91736603,40.69064331,-73.93601227,40.69747543
-73.98750305,40.6894989,-73.99703979,40.69557571
-73.93477631,40.79690552,-73.96248627,40.75884247
-73.89369965,40.74669266,-73.90440369,40.74555206
-73.98177338,40.66693497,-73.93998718,40.67214203
-73.83191681,40.71504211,-73.71754456,40.74146652
-73.91952515,40.75841522,-73.861763,40.74981689
-73.98569489,40.66989136,-73.89581299,40.70413208
-73.91967773,40.75813675,-73.96657562,40.68652725
-73.96388245,40.70998764,-73.95854187,40.70996094
-73.95905304,40.71460342,-73.95001984,40.66898346
-73.86799622,40.74547958,-73.8903656,40.74705505
-73.89080048,40.74699783,-73.8993454,40.74117661
-73.98448181,40.67145538,-73.99688721,40.66142273
-73.96322632,40.71143341,-73.95964813,40.65281677
-73.92455292,40.73805618,-73.91925812,40.73929977
-73.94269562,40.70510101,-73.93553925,40.68548584
-73.8842926,40.75575638,-73.90737915,40.74602509
-73.92014313,40.75951385,-73.93616486,40.76056671
-73.95787811,40.71802139,-73.91755676,40.73935318
-73.94693756,40.70345688,-73.95788574,40.73194885
-73.93694305,40.69781494,-73.93693542,40.69779968
-73.93981171,40.69273758,-73.92881012,40.68052673
-73.90812683,40.8759613,-73.91320038,40.87202454
-73.89710236,40.86238098,-73.89157104,40.86753082
-73.93909454,40.83683777,-73.93076324,40.84860229
-73.8888092,40.82632065,-73.90855408,40.82829666
-73.95259094,40.72693253,-73.95662689,40.68624878
-73.97312164,40.59710693,-74.00009155,40.60669327
-73.84423828,40.72131729,-73.85311127,40.71089554
-73.95397186,40.81658554,-73.94308472,40.81851578
-73.95746613,40.71162415,-73.98864746,40.7212677
-73.9515152,40.71378326,-73.96146393,40.73248291
-73.96805573,40.69494247,-73.92196655,40.76465607
-73.92131805,40.76665878,-73.90751648,40.76223755
-73.91301727,40.77445984,-73.92506409,40.77349472
-73.88581085,40.84259415,-73.89715576,40.83055878
-73.96472931,40.80500031,-73.94699097,40.69565582
-73.93895721,40.84365463,-73.93615723,40.84978867
-73.89077759,40.74694824,-73.89057159,40.75812531
-73.93216705,40.75388336,-73.8950882,40.74033356
-73.99131012,40.6632576,-73.95671844,40.67415237
-73.90421295,40.75009537,-73.88124847,40.74308014
-73.90836334,40.7710495,-73.98264313,40.72718811
-73.91140747,40.74430084,-73.91145325,40.74251175
-73.89187622,40.7465744,-73.91947937,40.74395752
-73.94471741,40.71455002,-73.95791626,40.77355576
-73.96209717,40.67176819,-73.92476654,40.69516754
-73.92095184,40.76735687,-73.92343903,40.77027512
-73.92256165,40.8093071,-73.86578369,40.85474014
-73.99285889,40.66379547,-73.94818878,40.71126938
-73.95644379,40.74698257,-73.95539856,40.76873779
-73.90441895,40.70610428,-73.96360016,40.80345535
-73.84432983,40.72135162,-73.79931641,40.7909317
-73.94126129,40.79856491,-73.9647522,40.79677582
-73.94879913,40.67064285,-73.98919678,40.66580582
-73.95742035,40.69066238,-73.99911499,40.71750259
-73.9462738,40.7456665,-73.95600128,40.7443161
-73.94373322,40.72561264,-73.97266388,40.64341354
-73.87645721,40.74840164,-73.90530396,40.74539185
-73.97811127,40.6852417,-73.98278046,40.73116684
-73.95679474,40.74784851,-73.87846375,40.747509
-73.93453979,40.79719162,-73.926651,40.76540375
-73.94495392,40.83379745,-73.91455078,40.87071609
-73.9879303,40.67144012,-73.95233917,40.71858597
-73.94352722,40.70737839,-73.93460083,40.6957016
-73.91886902,40.74301529,-73.87064362,40.75351334
-73.94161987,40.68050766,-73.98780823,40.66571808
-73.96123505,40.69398117,-73.88758087,40.67661667
-73.91648102,40.83599854,-73.90424347,40.75367737
-73.92623138,40.68679428,-73.90866852,40.7630806
-73.87678528,40.74843979,-73.86186981,40.75002289
-73.9363327,40.8453331,-73.95877075,40.74369049
-73.94716644,40.7452507,-73.96318817,40.71019745
-73.95310974,40.67158127,-73.97701263,40.68548584
-73.93871307,40.74858093,-73.78083801,40.7132988
-73.96356201,40.67753983,-73.94699097,40.67952347
-73.95239258,40.71496582,-73.95243835,40.57959366
-73.94426727,40.79190826,-73.92243958,40.80478287
-73.89037323,40.74688339,-73.86645508,40.73822021
-73.927742,40.69187546,-73.91976166,40.70639038
-73.95115662,40.72443008,-73.93054962,40.70402145
-73.88315582,40.74772644,-73.92591858,40.74581909
-73.93468475,40.62817764,-73.90317535,40.63204956
-73.86540222,40.73592377,-73.85812378,40.72678375
-73.94437408,40.71432114,-73.94195557,40.67475891
-73.99088287,40.66366577,-73.95619965,40.66751099
-73.91390228,40.76535416,-73.85930634,40.72087097
-73.95449066,40.82067871,-73.94373322,40.83037949
-73.91768646,40.66928864,-73.90461731,40.64351654
-73.92891693,40.7604599,-73.92010498,40.76666641
-73.94206238,40.79505539,-73.92085266,40.84243774
-73.88033295,40.7459259,-73.85658264,40.7558403
-73.96160126,40.70979691,-73.9254837,40.70043182
-73.90465546,40.74547958,-73.87924957,40.75034714
-73.98335266,40.69760513,-73.9882431,40.72339249
-73.96366119,40.6774025,-73.95259857,40.66635132
-73.89189911,40.72790146,-73.84970856,40.73291016
-73.95970154,40.68664169,-73.9887619,40.72014618
-73.94462585,40.8141098,-73.95115662,40.82517242
-73.94732666,40.74520111,-73.99092865,40.71851349
-73.85961914,40.71137238,-73.91051483,40.88264465
-73.99111176,40.67156219,-74.00918579,40.67596817
-73.85258484,40.693573,-73.80757141,40.70186615
-73.90242004,40.74580383,-73.89783478,40.73639679
-73.86820984,40.82761383,-73.8911972,40.831707
-73.94128418,40.81888199,-73.94676971,40.81483078
-73.87923431,40.74803543,-73.87923431,40.74806595
-73.96347046,40.71089172,-73.95227051,40.70978165
-73.88237,40.74781799,-73.85541534,40.75089645
-73.95985413,40.7102356,-73.9831543,40.71494675
-73.88324738,40.73757935,-73.87548828,40.76826859
-73.89099884,40.74692917,-73.81741333,40.70954895
-73.91169739,40.69503784,-74.00206757,40.65932465
-73.93151855,40.76532364,-73.92408752,40.81534958
-73.93580627,40.80387878,-73.93049622,40.84848785
-73.96316528,40.69425583,-73.9210434,40.76184082
-73.95598602,40.72317886,-73.9361496,40.75436401
-73.92831421,40.75585556,-73.92006683,40.77199554
-73.94437408,40.7949028,-73.983284,40.74978256
-73.85888672,40.75091934,-73.92642975,40.69779205
-73.93703461,40.69155121,-73.96157074,40.7324028
-73.94939423,40.78533936,-73.9754715,40.7522316
-73.94313049,40.7934761,-73.9574585,40.80422974
-73.96612549,40.8048172,-73.9604187,40.81248474
-73.94735718,40.74518204,-73.94980621,40.67070389
-73.91407776,40.8440361,-73.95435333,40.80049133
-73.97733307,40.68089294,-73.9593277,40.6770134
-73.98303986,40.6730957,-74.0006485,40.65779877
-73.86488342,40.74950409,-73.82791901,40.7639389
-73.92688751,40.75993347,-73.95624542,40.72729492
-73.91325378,40.84002686,-73.94903564,40.79728699
-73.8959198,40.73674011,-73.91255951,40.75609207
-73.91591644,40.6861763,-73.93170166,40.69511795
-73.95417023,40.72994995,-73.95584869,40.71490097
-73.94578552,40.80796814,-73.9565506,40.76711273
-73.94825745,40.74517059,-73.91291809,40.80318832
-73.98714447,40.69215012,-73.98487091,40.69601822
-73.93038177,40.75291443,-73.92046356,40.75853348
-73.95217133,40.79833221,-73.93856049,40.82393646
-73.88033295,40.84383774,-73.9047699,40.8504982
-73.95523834,40.68953705,-73.9269104,40.69845581
-73.94529724,40.81331635,-73.95148468,40.80132294
-73.85897827,40.75117111,-73.87129974,40.75344467
-73.9178772,40.76997375,-73.88054657,40.75610352
-73.95480347,40.82014847,-73.92559052,40.8613472
-73.93974304,40.82102585,-73.94980621,40.81132889
-73.86950684,40.7571907,-73.89070892,40.74321747
-73.94429779,40.79497528,-73.98807526,40.76480865
-73.95062256,40.72385788,-73.94861603,40.70759201
-73.95162201,40.71387863,-73.94906616,40.64549255
-73.96843719,40.70988846,-73.98994446,40.68893051
-73.9342041,40.69847107,-73.96009827,40.69035721
-73.89064789,40.74628067,-73.87449646,40.73385239
-73.94470215,40.81376266,-73.94406891,40.82183838
-73.96537781,40.71072388,-73.9614563,40.62562561
-73.87608337,40.74850082,-73.88039398,40.75423813
-73.9188385,40.76591873,-73.95954895,40.71518326
-73.89632416,40.74651337,-73.88312531,40.75394058
-73.92095947,40.75992966,-73.93188477,40.76527405
-73.82936096,40.75985336,-73.88024902,40.75019455
-73.93792725,40.72414398,-73.9947052,40.725811
-73.83390808,40.67349243,-73.79637146,40.59492874
-73.94500732,40.7181778,-73.98095703,40.67570114
-73.95528412,40.69485092,-73.95904541,40.68527603
-73.93965149,40.7983284,-73.87852478,40.82374191
-73.90486908,40.87896729,-73.91408539,40.88526917
-73.93360138,40.84932709,-73.91954041,40.86499405
-73.8657608,40.73651886,-73.78050232,40.75643539
-73.96181488,40.68069839,-73.97588348,40.68109894
-73.91365051,40.76550674,-73.9332428,40.76607132
-73.9213562,40.77674484,-73.88425446,40.75783157
-73.95993042,40.68862915,-74.00285339,40.71932602
-73.95983887,40.6557579,-73.93945313,40.6830101
-73.87872314,40.74822998,-73.86817169,40.73150253
-73.88632202,40.74745941,-73.86724854,40.74593735
-73.94248199,40.80652237,-73.90803528,40.82917023
-73.93843079,40.7125473,-73.94966888,40.72197342
-73.96337891,40.71031189,-73.98300171,40.78397369
-73.8914566,40.74666214,-73.88046265,40.73966599
-73.93186951,40.66358948,-73.93017578,40.64826965
-73.94906616,40.72439957,-74.03424072,40.63027954
-73.99638367,40.60970688,-73.99640656,40.60974121
-73.967659,40.69245911,-73.97309875,40.68467331
-73.95497131,40.67829895,-74.00376129,40.7202301
-73.94216156,40.66975021,-73.88776398,40.75818634
-73.95854187,40.71012878,-73.99271393,40.62056732
-73.87921906,40.83436966,-73.85028076,40.83427048
-73.93624878,40.8119278,-73.95227814,40.82230377
-73.9377594,40.74900055,-73.94940948,40.71380234
-73.92207336,40.67472076,-73.96479797,40.68312073
-73.87716675,40.74836349,-73.8830719,40.74770355
-73.99455261,40.6806488,-73.99677277,40.6932869
-73.95397186,40.67648697,-73.98950958,40.61991119
-73.95487213,40.7301445,-73.99620056,40.68019104
-73.94893646,40.64530945,-73.94264984,40.69237518
-73.9548645,40.80007553,-74.00040436,40.73134613
-73.93284607,40.69729233,-73.94995117,40.67621613
-73.89143372,40.74666595,-73.87588501,40.75656891
-73.93687439,40.69783401,-73.99674988,40.69555664
-73.9156723,40.75745392,-73.87465668,40.73455811
-73.95006561,40.67609024,-73.97231293,40.67697144
-73.99045563,40.69338608,-73.99371338,40.70251846
-73.97128296,40.64808655,-73.95681763,40.67328644
-73.94155121,40.7986412,-73.95011139,40.80035019
-73.94715881,40.71136475,-73.94181824,40.71679306
-73.87958527,40.75620651,-73.89246368,40.74738693
-73.84440613,40.72141647,-73.84179688,40.72025681
-73.947258,40.83078003,-73.93702698,40.84464264
-73.91123962,40.69334412,-73.93811798,40.69865417
-73.80679321,40.69934845,-73.7677002,40.67612839
-73.95235443,40.7265625,-73.98535156,40.76355362
-73.92843628,40.75594711,-73.92359924,40.76802444
-73.87042999,40.74913025,-73.88116455,40.74800873
-73.93338776,40.84728622,-73.97803497,40.72928619
-73.98639679,40.66900635,-74.02030945,40.63210297
-73.98795319,40.66712189,-73.9598999,40.6751976
-73.94885254,40.82838058,-73.93706512,40.85111618
-73.93952179,40.84943771,-74.00508881,40.87124634
-73.94790649,40.78736115,-73.94136047,40.79772186
-73.9258194,40.82836914,-73.91329956,40.81440353
