Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude
-73.94489288,40.80844879,-73.95287323,40.81051254
-73.97916412,40.66076279,-73.9752121,40.64770126
-73.95760345,40.73047256,-73.9025116,40.69141388
-73.93883514,40.80252457,-74.0067749,40.7488327
-73.95523071,40.80462646,-73.94155121,40.81863022
-73.96825409,40.67926788,-73.94580841,40.67407608
-73.92546844,40.76172638,-73.87360382,40.76454544
-73.86961365,40.74898911,-73.87380981,40.75707245
-73.94022369,40.82523346,-73.93383789,40.85647964
-73.95866394,40.72210312,-73.96299744,40.71191025
-73.96901703,40.67237091,-73.97084808,40.68796539
-73.97406006,40.68207169,-73.97962952,40.68993378
-73.95570374,40.74241257,-73.93120575,40.75757217
-73.89720154,40.67583847,-73.9517746,40.64398956
-73.9148407,40.83732986,-73.88894653,40.83383179
-73.96198273,40.66329956,-73.9947052,40.74871445
-73.95714569,40.68141174,-73.9333725,40.67446518
-73.95606232,40.69454193,-73.98581696,40.75134277
-73.9510498,40.81194305,-73.9923172,40.74528885
-73.89105988,40.74680328,-73.89456177,40.75396347
-73.80039978,40.70338058,-73.78691864,40.66765594
-73.88386536,40.74757385,-73.86663818,40.75741196
-73.93641663,40.84544373,-73.93787384,40.84105682
-73.94395447,40.80129623,-73.86743164,40.8229866
-73.92693329,40.76273346,-73.90843201,40.76793671
-73.91516113,40.85409546,-73.91891479,40.86117554
-73.92293549,40.69229507,-73.90816498,40.69792557
-73.92390442,40.75284958,-73.91571808,40.76424408
-73.84425354,40.72145844,-73.85523224,40.72093582
-73.9307785,40.67942047,-73.93379211,40.6852417
-73.86240387,40.73039627,-73.86029053,40.72366333
-73.93973541,40.82070541,-73.93523407,40.81057358
-73.96146393,40.71645355,-73.94055939,40.71995163
-73.95192719,40.80922318,-73.86949921,40.8221283
-73.98143768,40.66698837,-73.96469879,40.65086365
-73.92475891,40.76261902,-73.93318939,40.76522446
-73.97467041,40.69748688,-73.91172028,40.69529343
-73.96134186,40.71443176,-73.9662323,40.69464111
-73.83036041,40.75956345,-73.81474304,40.73827362
-73.99403381,40.69880676,-73.97600555,40.79133987
-73.95303345,40.8100853,-73.95765686,40.80838776
-73.82801056,40.69387054,-73.97476959,40.7942009
-74.00889587,40.65016556,-73.81022644,40.70091629
-73.95844269,40.68179703,-73.95915222,40.6465416
-73.80712128,40.69924927,-73.79268646,40.67041779
-73.97337341,40.67818832,-73.94710541,40.80428696
-73.94430542,40.71442032,-73.94612885,40.72294235
-73.95848846,40.71341705,-73.99320221,40.75190353
-73.96663666,40.71077728,-74.00421906,40.74226761
-73.88909149,40.85639191,-73.90908051,40.82434845
-73.91371155,40.76278305,-73.89880371,40.7443161
-73.93516541,40.7984581,-73.9929657,40.76668167
-73.95041656,40.81313324,-73.95007324,40.80024338
-73.99433136,40.70306396,-73.98877716,40.69563675
-73.98500061,40.68700409,-74.0049057,40.65008163
-73.94650269,40.81667709,-73.93798065,40.81622696
-73.97360992,40.68690491,-73.9019165,40.76988602
-73.99072266,40.70345688,-73.99136353,40.68630981
-73.97646332,40.68287659,-73.98886108,40.69313812
-73.93545532,40.69708633,-73.94625092,40.69579315
-73.91837311,40.69887543,-73.9210968,40.69852448
-73.98578644,40.68953323,-73.95890045,40.67806244
-73.94296265,40.82696152,-73.94537354,40.81322098
-73.92482758,40.76140213,-73.95090485,40.76091766
-73.95230865,40.80334091,-73.90640259,40.86128235
-73.98013306,40.68761063,-73.97328186,40.69576645
-73.98847961,40.67052078,-73.98844147,40.69601059
-73.99432373,40.70301056,-73.98739624,40.69587326
-73.92237854,40.70705414,-73.96051025,40.73249054
-73.89108276,40.74687195,-73.88848877,40.75180054
-73.92706299,40.7598877,-73.92337799,40.75368881
-73.83039856,40.75946808,-73.81144714,40.74956512
-73.963974,40.6653595,-73.9800415,40.6762619
-73.9666748,40.68235779,-73.93621063,40.71073532
-73.9757843,40.68345261,-73.95291138,40.72507858
-73.96157074,40.73238754,-73.96169281,40.71400452
-73.89084625,40.85406876,-73.888237,40.8720665
-73.95133209,40.68935013,-73.91293335,40.6856308
-73.99057007,40.70297241,-73.94786072,40.67337799
-73.96246338,40.71955872,-73.96742249,40.70746231
-73.9835434,40.67914581,-73.96215057,40.71162796
-73.97054291,40.67337418,-73.9354248,40.67179489
-73.93959045,40.80531311,-73.93158722,40.84705353
-73.96340942,40.71036148,-73.96677399,40.71465302
-73.96405029,40.80303574,-73.96430969,40.80929947
-73.95207214,40.79805374,-73.94244385,40.78634262
-73.92329407,40.75372696,-73.89267731,40.74722672
-73.95181274,40.69126892,-73.99141693,40.72114182
-73.95600128,40.7194519,-73.96645355,40.69586563
-73.98734283,40.69166565,-73.91518402,40.67245102
-73.89582062,40.73991013,-73.90789032,40.77028275
-73.95760345,40.73042679,-73.95821381,40.71900558
-73.96553802,40.6866684,-73.95852661,40.66560364
-73.97068787,40.67361069,-73.97369385,40.73848343
-73.94842529,40.71118164,-73.99139404,40.68803024
-73.97042847,40.67214584,-73.97290802,40.64554596
-73.95641327,40.80290604,-73.94795227,40.78707123
-73.91363525,40.76556396,-73.91594696,40.77180481
-73.99462128,40.70281601,-73.99128723,40.69960022
-73.93984222,40.81561279,-73.94933319,40.80613327
-73.85166168,40.83449173,-73.85520935,40.84005356
-73.98725891,40.66807556,-74.01366425,40.6419487
-73.95330811,40.80196762,-73.94822693,40.78949738
-73.83002472,40.71404266,-73.80522156,40.71727753
-73.87036133,40.75721359,-73.87509918,40.76783371
-73.912117,40.84339142,-73.94133759,40.81882858
-73.98817444,40.70246506,-74.01068878,40.64817429
-73.95445251,40.80562973,-73.94796753,40.79844666
-73.91342926,40.77387619,-73.92653656,40.7693367
-73.97163391,40.6762085,-73.92606354,40.61897659
-73.97760773,40.68983841,-73.9462738,40.64748001
-73.92964935,40.75418091,-73.87613678,40.75169754
-73.92626953,40.76236343,-73.92487335,40.76852036
-73.8695755,40.74920273,-73.92010498,40.75766373
-73.94628143,40.82473373,-73.94494629,40.80857468
-73.96286774,40.67167664,-73.91490173,40.76674652
-73.96591187,40.80553055,-73.97416687,40.79158783
-73.97342682,40.6775856,-74.00254059,40.68509293
-73.91828156,40.70558167,-73.95515442,40.7201767
-73.9216156,40.68929672,-73.95800018,40.7174263
-73.95850372,40.71912384,-73.93875122,40.70927048
-73.9560318,40.71943283,-73.94827271,40.71136856
-73.96360016,40.71040344,-73.98786926,40.73254013
-73.96910095,40.67721939,-73.95729065,40.67264175
-73.94948578,40.68021393,-73.96174622,40.68067169
-73.96295166,40.71211624,-73.95063019,40.70755768
-73.84476471,40.7207756,-73.85053253,40.7334938
-73.95179749,40.69133377,-73.95196533,40.77367401
-73.94602203,40.789711,-73.94696045,40.79586029
-73.99066925,40.70306778,-74.00415802,40.74208832
-73.98256683,40.67811203,-73.9630661,40.66183472
-73.98664856,40.66865158,-73.98229218,40.6739006
-73.84433746,40.72131348,-73.81689453,40.70692062
-73.96218109,40.71789551,-73.96161652,40.68873215
-73.89636993,40.7544632,-73.87828827,40.74827194
-73.85871124,40.7423439,-73.88703156,40.74729538
-73.95178986,40.71497345,-73.93669128,40.71289063
-73.88965607,40.74923325,-73.78916931,40.70832825
-73.92048645,40.7571373,-73.89658356,40.7462616
-73.90898132,40.84811401,-73.91754913,40.84410858
-73.89138794,40.74650574,-73.89260864,40.74173737
-73.96268463,40.71360779,-73.95226288,40.73189545
-73.91303253,40.77432251,-73.91744232,40.76719284
-73.9577179,40.73031235,-74.00067902,40.68146133
-73.91802216,40.77022934,-73.88600922,40.75164795
-73.96176147,40.71390533,-73.95108032,40.7108345
-73.98902893,40.6885643,-73.96327972,40.68852615
-73.89408875,40.86459351,-73.85547638,40.83558655
-73.90711975,40.8478508,-73.93269348,40.85667038
-73.942276,40.70198441,-73.89546967,40.75914001
-73.84440613,40.72192383,-73.81050873,40.7355423
-73.93553925,40.85053253,-73.93790436,40.8480835
-73.97459412,40.68003845,-73.98191833,40.67451096
-73.94338226,40.80192184,-73.9498291,40.78957748
-73.97799683,40.69345093,-73.87310791,40.66685104
-73.95726776,40.65378952,-73.97783661,40.68475723
-73.94262695,40.74848175,-73.9559021,40.74466324
-73.94618225,40.82466125,-73.93692017,40.8102417
-73.95158386,40.72525787,-73.96637726,40.71151733
-73.90020752,40.75037003,-73.88453674,40.75561142
-73.9063797,40.77312469,-73.91895294,40.75903702
-73.89604187,40.74511337,-73.87834167,40.74830627
-73.93844604,40.84541702,-73.93361664,40.84438705
-73.95803833,40.68609619,-73.91088104,40.68106842
-73.91802979,40.77024078,-73.9249115,40.76848984
-73.91585541,40.80935669,-73.90485382,40.8328743
-73.94939423,40.80737305,0,0
-73.92032623,40.68676758,-73.92036438,40.68679047
-73.91222382,40.76711655,-73.8842392,40.74752426
-73.94836426,40.69179153,-73.98556519,40.66623688
-73.91267395,40.766716,-73.92144012,40.77674484
-73.88186646,40.75603104,-73.93188477,40.77051544
-73.9630127,40.71913147,-73.94195557,40.72750854
-73.98760986,40.69109726,-73.95370483,40.66737747
-73.97515869,40.67961121,-73.96265411,40.68089294
-73.95239258,40.71730804,-73.93464661,40.69869232
-73.94470978,40.80900192,-73.95142365,40.79982376
-73.95178986,40.69166946,-73.94802856,40.72460938
-73.98731232,40.69237518,-73.96713257,40.69445038
-73.87407684,40.73435593,-73.98801422,40.72289276
-73.97680664,40.68728256,-73.98176575,40.66024017
-73.89382172,40.74768066,-73.88425446,40.74065781
-73.99423981,40.70275116,-73.96987915,40.68780136
-73.94223022,40.81216812,-73.94800568,40.81452942
-73.96258545,40.71913147,-73.95385742,40.71066666
-73.95949554,40.67655182,-73.96304321,40.71182632
-73.96474457,40.80330658,-73.9943161,40.75240707
-73.97420502,40.67953873,-73.99738312,40.75414658
-73.93276215,40.70347595,-73.96366119,40.69374084
-73.95600128,40.70858765,-73.94038391,40.71572113
-73.88407135,40.74756241,-73.88219452,40.75582886
-73.89041901,40.74714661,-73.92018127,40.74350357
-73.91796112,40.74291611,-73.89647675,40.74624252
-73.98457336,40.70343018,-73.9510498,40.77060318
-73.95856476,40.64957047,-73.9082489,40.62387848
-73.96842957,40.67908478,-73.96044159,40.65762711
-73.95700836,40.72263336,-73.95742798,40.72229004
-73.95700836,40.72263336,-73.95742798,40.72229004
-73.9474411,40.79640198,-73.93920135,40.80503845
-73.94832611,40.72132874,-73.9910965,40.71724319
-73.96095276,40.71895599,-73.93135071,40.69412231
-73.94976807,40.68170929,-73.95096588,40.66519928
-73.92133331,40.69133377,-73.93838501,40.71761703
-73.8449707,40.72158051,-73.82697296,40.70945358
-73.93447113,40.6987381,-73.92253876,40.7069931
-73.94450378,40.82964325,-73.94358063,40.83608246
-73.97712708,40.68125153,-73.97480011,40.67540741
-73.95659637,40.72085571,-73.94450378,40.71514511
-73.99663544,40.68101883,-73.98353577,40.66462326
-73.96336365,40.71037292,-73.96025848,40.76957703
-73.96873474,40.67820358,-74.02702332,40.63944626
-73.91762543,40.74293137,-73.88581848,40.74194336
-73.98136139,40.67519379,-73.99391174,40.69548035
-73.99679565,40.69340134,-73.98920441,40.66574097
-73.95695496,40.74785614,-73.87771606,40.76180649
-73.96027374,40.69027328,-73.93740845,40.69374084
-73.93888855,40.68717575,-73.94156647,40.68655777
-73.88485718,40.74759293,-73.90306854,40.74573135
-73.94464111,40.8238945,-73.94802856,40.8095932
-73.97590637,40.68695068,-73.97886658,40.74082947
-73.97037506,40.69081497,-73.95488739,40.73365021
-73.89013672,40.74707413,-73.87522125,40.76268768
-73.9437561,40.71167755,-73.94109344,40.72187042
-73.89390564,40.85064316,-73.91018677,40.85202789
-73.94308472,40.83162308,-73.93273163,40.85652542
-73.95111847,40.80263519,-73.93703461,40.8107605
-73.95494843,40.7130928,-73.99337006,40.68242645
-73.95505524,40.80503845,-73.93690491,40.81417847
-73.99774933,40.69131088,-73.96215057,40.67529297
-73.91415405,40.71883011,-73.86994934,40.75909042
-73.94306946,40.80250168,-73.93888855,40.84623337
-73.9443512,40.79490662,-73.94472504,40.82072067
-73.95737457,40.6724472,-73.95687103,40.70698166
-73.94747925,40.81023026,-73.9499054,40.81146622
-73.92760468,40.76303101,-73.92745972,40.76297379
-73.8602829,40.74419403,-73.86956787,40.73400879
-73.91082001,40.77627182,-73.91304016,40.78448868
-73.98745728,40.69141769,-73.97686005,40.69343567
-73.99107361,40.69247818,-73.99576569,40.67999268
-73.95285797,40.71402359,-73.97905731,40.75046158
-73.91546631,40.83707809,-73.90849304,40.84467697
-73.9393158,40.84294891,-73.92844391,40.86661148
-73.94628143,40.82462311,-73.94830322,40.81399536
-73.99039459,40.693573,-74.00807953,40.65091324
-73.94367981,40.79590225,-73.9384079,40.78811646
-73.91201019,40.77508926,-73.9200058,40.77785492
-73.86209106,40.75788879,-73.86191559,40.75000381
-73.85339355,40.87322998,-73.94895935,40.82400513
-73.95443726,40.79902649,-73.93458557,40.81391144
-73.95661163,40.72085571,-73.97940826,40.68986893
-73.93900299,40.81633759,-73.90964508,40.82204437
-73.94030762,40.82230377,-73.9306488,40.83086777
-73.9040451,40.83645248,-73.9046402,40.82307816
-73.96723175,40.69331741,-73.96313477,40.68778229
-73.95536804,40.72480011,-73.95300293,40.67287827
-73.93008423,40.76720047,-73.91732788,40.75831223
-73.91411591,40.83866882,-73.92227936,40.81860352
-73.90797424,40.82603455,-73.85951233,40.84515762
-73.99090576,40.68599319,-73.95826721,40.78056717
-73.86377716,40.7325592,-73.89851379,40.74694061
-73.99107361,40.69239044,-73.97727203,40.69001007
-73.94030762,40.79754257,-73.95508575,40.80475998
-73.99052429,40.68655777,-73.86670685,40.85516357
-73.83030701,40.76005173,-73.80897522,40.75165939
-73.95412445,40.82164764,-73.94094086,40.80669022
-73.9562912,40.71723938,-73.99119568,40.76607132
-73.95967102,40.71802902,-73.95960236,40.69054031
-73.8907547,40.74645996,-73.88742065,40.75344467
-73.88291168,40.74729538,-73.88413239,40.75373077
-73.94927216,40.78504181,-73.92713928,40.81876373
-73.98126221,40.67516708,-73.97146606,40.63351822
-73.95485687,40.80505371,-74.00414276,40.71066666
-73.95085907,40.72381592,-73.94850922,40.70753479
-73.95705414,40.81214142,-73.97480011,40.75597382
-73.99650574,40.69020462,-73.9839325,40.69379807
-73.95694733,40.72097778,-73.98796082,40.72244263
-73.9615097,40.71419525,-73.95468903,40.72071838
-73.93799591,40.84333801,-73.91803741,40.8717804
-73.8769455,40.74822617,-73.87562561,40.74700928
-73.94560242,40.81285477,-73.93624878,40.8175354
-73.97499084,40.67961884,-73.97367859,40.67242813
-73.90313721,40.74562836,-73.92464447,40.75851059
-73.95335388,40.7883873,-73.94487762,40.80760574
-73.97914124,40.6783638,-73.98189545,40.67426682
-73.96658325,40.71517944,-73.92225647,40.70118713
-73.95084381,40.79465485,-73.99159241,40.74902344
-73.94512177,40.80812836,-73.94160461,40.81115723
-73.89022827,40.83334732,-73.87579346,40.8219223
